filename,true,predicted,probabilities
/content/dataset grape disease/Leaf Blight/32c34d3a-5b44-42e8-a56e-d437f39f4fd8___FAM_L.Blight 4655_flipLR.JPG,3,3,"[3.2478119043992393e-13, 7.194722248526908e-13, 1.028721302682111e-15, 1.0]"
/content/dataset grape disease/Healthy/fe54a9e2-461a-457b-a391-f6e3cc99605c___Mt.N.V_HL 9093_new30degFlipLR.JPG,0,0,"[1.0, 2.8807431717441144e-15, 3.466853707646036e-16, 1.3116171560315082e-12]"
/content/dataset grape disease/Black Rot/d2bd388b-b815-4e05-982b-132dfefbf7f5___FAM_B.Rot 3006_flipLR.JPG,1,1,"[8.0640433431289e-15, 0.9987356066703796, 0.0012644593371078372, 4.416732934942047e-08]"
/content/dataset grape disease/Healthy/4bd0c235-94b2-4d5d-a76e-58df595e7802___Mt.N.V_HL 6032_180deg.JPG,0,0,"[1.0, 3.8359176945945705e-10, 6.297305558955468e-12, 1.0030570818386764e-10]"
/content/dataset grape disease/Black Rot/48494df9-56ac-4220-b00c-a12dd303aa63___FAM_B.Rot 3189_flipLR.JPG,1,1,"[1.9562578282544124e-14, 0.9999856948852539, 1.4255767382564954e-05, 1.803564936286861e-10]"
/content/dataset grape disease/Black Rot/f0cb2eb6-70cf-4270-9091-0d9ad45eee5c___FAM_B.Rot 3223.JPG,1,1,"[8.172319765353819e-11, 0.999932050704956, 6.790272891521454e-05, 3.975188178628741e-08]"
/content/dataset grape disease/Healthy/509fba3a-503b-4b72-b969-8b4aae39f7da___Mt.N.V_HL 8915_new30degFlipLR.JPG,0,0,"[1.0, 1.4335504083719947e-13, 1.47346978368601e-13, 3.4951819216644253e-10]"
/content/dataset grape disease/Black Rot/754848b2-b26c-4935-aa25-3dc9a5627fb3___FAM_B.Rot 3418.JPG,1,1,"[1.011726076180497e-12, 0.9944579601287842, 0.005541995633393526, 4.593622426884991e-10]"
/content/dataset grape disease/Healthy/9ceba66a-d7b0-4ed4-98c3-37d361517a90___Mt.N.V_HL 6147_90deg.JPG,0,0,"[0.9999998807907104, 1.1531466270753299e-07, 3.104951296073466e-10, 2.1271087113916565e-09]"
/content/dataset grape disease/Leaf Blight/411bde08-1f89-4bda-a40e-6aa7c899e97d___FAM_L.Blight 1488_flipLR.JPG,3,3,"[8.518381946487352e-06, 6.379867159012065e-07, 1.539487537449702e-09, 0.9999909400939941]"
/content/dataset grape disease/ESCA/062d27c7-8c0f-4ed9-bd63-e506d9965281___FAM_B.Msls 4200_flipLR.JPG,2,2,"[4.220938780699238e-19, 1.870055665875725e-09, 1.0, 1.005266291216611e-12]"
/content/dataset grape disease/Leaf Blight/4597e55d-b339-4598-b1d0-63f001748aab___FAM_L.Blight 1693_flipLR.JPG,3,3,"[1.1362714325002798e-08, 3.561268840712728e-06, 6.2455942639871864e-09, 0.9999964237213135]"
/content/dataset grape disease/Black Rot/61ee5a5b-2a7f-4948-8041-bd1dbf086d7b___FAM_B.Rot 0651.JPG,1,1,"[7.416625568356337e-15, 0.9999704360961914, 2.8131207727710716e-05, 1.4693888488181983e-06]"
/content/dataset grape disease/ESCA/c04596b5-7f61-42bf-8f52-61f72492c936___FAM_B.Msls 4279.JPG,2,2,"[4.662078920970334e-33, 3.7801220351607254e-14, 1.0, 1.0781577924973433e-20]"
/content/dataset grape disease/ESCA/50c96798-9450-474d-be57-a4594a948788___FAM_B.Msls 1219_flipLR.JPG,2,2,"[9.361599273560728e-10, 0.005068994127213955, 0.9949310421943665, 3.309354346114901e-09]"
/content/dataset grape disease/Healthy/15fc132f-e222-4eda-bc5c-32e49def3eaa___Mt.N.V_HL 9090_new30degFlipLR.JPG,0,0,"[1.0, 4.1123118907533673e-13, 9.805662141634808e-13, 4.632299860536648e-13]"
/content/dataset grape disease/ESCA/fd008387-18f9-4731-a60f-38fc8790d58c___FAM_B.Msls 4208_flipLR.JPG,2,2,"[4.817371903319542e-28, 4.871348879831316e-10, 1.0, 1.0195954120600405e-14]"
/content/dataset grape disease/Leaf Blight/1ce71910-cd4c-49ed-83a3-1e5534984145___FAM_L.Blight 5004.JPG,3,3,"[1.4822532534708444e-07, 1.6278971770589123e-06, 2.5876215659081936e-07, 0.9999979734420776]"
/content/dataset grape disease/Black Rot/84d1ed5f-382d-4841-a2ad-7e8330fa6010___FAM_B.Rot 3044_flipLR.JPG,1,1,"[5.9361636450842156e-18, 0.9999748468399048, 2.5164486942230724e-05, 2.193401536787487e-11]"
/content/dataset grape disease/Leaf Blight/dfd258d1-9d63-4c50-b3fd-7c1737257a35___FAM_L.Blight 4514_flipLR.JPG,3,3,"[5.945115927330491e-11, 2.1324773544217912e-11, 4.4295268841754165e-11, 1.0]"
/content/dataset grape disease/Healthy/04991ee7-b17c-420f-90ff-230d4e59361a___Mt.N.V_HL 9055.JPG,0,0,"[0.9999998807907104, 6.984708988966304e-08, 1.5638850214827471e-09, 4.112949270052013e-08]"
/content/dataset grape disease/Leaf Blight/71716cac-f399-4ff6-add3-da5442f07b64___FAM_L.Blight 4599_flipLR.JPG,3,3,"[3.467052599875897e-12, 2.6608038689035496e-11, 1.3549046867095127e-13, 1.0]"
/content/dataset grape disease/ESCA/47bc993a-d7e0-4323-b04d-297d6a003bd2___FAM_B.Msls 3877_flipLR.JPG,2,2,"[6.4305521628102436e-15, 1.2154017895227298e-05, 0.9999878406524658, 2.0194718786115118e-08]"
/content/dataset grape disease/ESCA/a7e667f9-3323-4721-b172-c5eb5cd4dec0___FAM_B.Msls 4258.JPG,2,2,"[3.7950914858825046e-25, 5.315668460958989e-10, 1.0, 5.718669675037471e-15]"
/content/dataset grape disease/Leaf Blight/6f4c065f-76da-4dd6-ad90-fa5df84af0a2___FAM_L.Blight 1649_flipLR.JPG,3,3,"[1.5304483440559125e-06, 4.029451474707457e-07, 5.348446685538022e-10, 0.9999980926513672]"
/content/dataset grape disease/Black Rot/d856113a-7131-457e-91ac-f3b90d7463f2___FAM_B.Rot 3142.JPG,1,1,"[3.130287695718437e-11, 1.0, 4.6775010531519e-09, 1.6759914345243487e-08]"
/content/dataset grape disease/Healthy/bdbd53ee-405b-4ebc-9027-1adb40940e56___Mt.N.V_HL 8912_270deg.JPG,0,0,"[1.0, 3.9150116037944827e-08, 1.050277420588941e-09, 4.794803665220115e-09]"
/content/dataset grape disease/Leaf Blight/76e6f4da-eb1d-4af9-9bd0-75a46b9f47da___FAM_L.Blight 1589.JPG,3,3,"[1.6323237206350427e-09, 6.528407681116732e-08, 1.3621943573127737e-08, 0.9999998807907104]"
/content/dataset grape disease/Leaf Blight/749ced84-4b22-418c-ab33-e9d4e40ded92___FAM_L.Blight 1487_flipLR.JPG,3,3,"[6.217935322183621e-08, 1.1217982631706036e-07, 4.425612321057315e-09, 0.9999997615814209]"
/content/dataset grape disease/ESCA/f2e64366-de41-4aae-8148-cd17f22110eb___FAM_B.Msls 4486_flipLR.JPG,2,2,"[5.472119610737403e-13, 0.0001144470224971883, 0.9998854398727417, 6.593882773131554e-08]"
/content/dataset grape disease/Leaf Blight/8624f4b8-5861-40a9-91a9-90db77e4cbd4___FAM_L.Blight 1397.JPG,3,3,"[1.9877867407647187e-10, 1.389128950757268e-10, 9.238386965149115e-12, 1.0]"
/content/dataset grape disease/ESCA/da2ded91-338e-47db-a640-269590ea2b8b___FAM_B.Msls 1127_flipLR.JPG,2,2,"[2.7722909762100706e-20, 0.0019620656967163086, 0.9980377554893494, 2.0590699989497807e-07]"
/content/dataset grape disease/Black Rot/bf1ff91d-aa47-4517-b52c-b0310dc0e727___FAM_B.Rot 3284_flipLR.JPG,1,1,"[7.5760188053553e-12, 0.9999656677246094, 3.4308250178582966e-05, 8.075478952207504e-09]"
/content/dataset grape disease/ESCA/e40604ba-8f26-4960-b893-d4498f4fbf2e___FAM_B.Msls 1250_flipLR.JPG,2,2,"[3.0661013368354226e-23, 6.340737379595396e-10, 1.0, 1.2471482298894191e-15]"
/content/dataset grape disease/Black Rot/562500d7-cb82-409f-b681-4224beb1d7b8___FAM_B.Rot 0372.JPG,1,1,"[2.920264563499586e-08, 0.9999963045120239, 9.415767721066004e-08, 3.59104888048023e-06]"
/content/dataset grape disease/Healthy/a6868cab-63b1-4c6e-978a-136cef8181ab___Mt.N.V_HL 6109_270deg.JPG,0,0,"[0.9999984502792358, 1.5181753951765131e-06, 1.0130626372506502e-11, 7.70898935797959e-08]"
/content/dataset grape disease/Leaf Blight/5bd0e244-f305-4348-a7c0-af603bc12c9f___FAM_L.Blight 4797.JPG,3,3,"[8.426077613421512e-09, 7.918335541035049e-06, 1.8629574469741783e-06, 0.9999902248382568]"
/content/dataset grape disease/Healthy/b6c49725-ccb9-46a9-abca-c99f51e13d0a___Mt.N.V_HL 6026_270deg.JPG,0,0,"[1.0, 1.9249641811103224e-11, 5.904033772291539e-13, 8.141442381370823e-12]"
/content/dataset grape disease/Black Rot/6a9a646a-60df-4044-94bc-fc3f0fad2fca___FAM_B.Rot 3235_flipLR.JPG,1,1,"[8.150324165567824e-11, 0.9996728897094727, 0.0003025676414836198, 2.4504626708221622e-05]"
/content/dataset grape disease/Healthy/a889fb1b-e7cb-4026-a42e-a09558e00ca8___Mt.N.V_HL 9020_90deg.JPG,0,0,"[0.9999998807907104, 4.777922946175295e-09, 2.7251549974960376e-11, 1.5160644295519887e-07]"
/content/dataset grape disease/ESCA/ff84cf23-26da-4bb3-ae1f-65a71f6bbfa9___FAM_B.Msls 4235.JPG,2,2,"[4.751877277081595e-12, 2.187177301493648e-07, 0.9999997615814209, 2.3843318430749605e-08]"
/content/dataset grape disease/ESCA/e4ac2a60-ac34-4e1b-b9f3-da8f35a317a9___FAM_B.Msls 0947_flipLR.JPG,2,2,"[4.509987014274432e-30, 1.2621898155557726e-13, 1.0, 1.3366707493807303e-19]"
/content/dataset grape disease/ESCA/cf52073e-d45d-41f5-87fd-c781ba37fdf7___FAM_B.Msls 1753.JPG,2,2,"[3.037611688342141e-17, 1.7800478868679193e-09, 1.0, 1.229247259537658e-11]"
/content/dataset grape disease/Black Rot/61c865cc-fecf-437d-aa7d-e1d836723f62___FAM_B.Rot 3040_flipLR.JPG,1,1,"[4.189358210923526e-14, 0.9999984502792358, 1.588479562997236e-06, 1.5145787402026656e-10]"
/content/dataset grape disease/Healthy/8e026e59-ea04-4f21-832c-b7c4539dfe91___Mt.N.V_HL 6096_180deg.JPG,0,0,"[0.9970067143440247, 0.0029468422289937735, 3.726564682438038e-05, 9.100631359615363e-06]"
/content/dataset grape disease/Black Rot/d825abb1-d791-4981-85a4-446dda5938e8___FAM_B.Rot 3576.JPG,1,1,"[3.720740604507e-09, 0.9999395608901978, 3.9023987483233213e-05, 2.1487512640305795e-05]"
/content/dataset grape disease/Leaf Blight/e34e2759-7339-4680-bac2-38c0274b3f97___FAM_L.Blight 3717_flipLR.JPG,3,3,"[3.993349401154589e-11, 4.8707791272528667e-11, 1.537071303570059e-10, 1.0]"
/content/dataset grape disease/Leaf Blight/cc8509da-37a1-4bae-9773-a4eace66631a___FAM_L.Blight 1703_flipLR.JPG,3,3,"[4.15233891715161e-09, 9.261751756639569e-07, 7.27067472894305e-08, 0.999998927116394]"
/content/dataset grape disease/Leaf Blight/892df5d5-1a74-4abb-8ce7-f8b7739cc627___FAM_L.Blight 3724.JPG,3,3,"[1.7756151464709546e-06, 3.157725586788729e-05, 4.945509317622054e-06, 0.9999617338180542]"
/content/dataset grape disease/Black Rot/dfc2243f-ab60-456a-99f4-4eeafccad262___FAM_B.Rot 0659.JPG,1,1,"[3.09964841448627e-19, 0.9999582767486572, 4.1691018850542605e-05, 9.84714265683806e-09]"
/content/dataset grape disease/Black Rot/312e9cb8-9d37-46eb-bf94-f9323774d41b___FAM_B.Rot 3009_flipLR.JPG,1,1,"[2.9069087137401084e-09, 0.9999790191650391, 2.1003317669965327e-05, 3.270877613203993e-08]"
/content/dataset grape disease/ESCA/db98cbec-5d70-46b9-88f8-37d03cfd4342___FAM_B.Msls 4188_flipLR.JPG,2,2,"[2.4590902252077689e-23, 5.951639875378945e-11, 1.0, 8.7783616064904e-17]"
/content/dataset grape disease/Black Rot/f5bf7627-ca88-4ebb-b3af-e17224b6b6ee___FAM_B.Rot 3041.JPG,1,1,"[4.7102683288005214e-18, 0.999998927116394, 1.1270200275248499e-06, 2.0729316700662803e-13]"
/content/dataset grape disease/ESCA/ac3e8aeb-be50-4c98-a0f3-fb5d9860c459___FAM_B.Msls 0823_flipLR.JPG,2,2,"[1.718572929613074e-19, 2.7053706830315605e-08, 1.0, 2.7856783177925004e-13]"
/content/dataset grape disease/Leaf Blight/c08c3e56-4192-40a6-9b51-8733e642dafa___FAM_L.Blight 1422.JPG,3,3,"[1.9579978527417552e-08, 2.2353063400259998e-08, 1.946664357488359e-10, 1.0]"
/content/dataset grape disease/ESCA/65406222-97ef-4ce4-9bbc-5ef3476a559b___FAM_B.Msls 3828_flipLR.JPG,2,2,"[1.6365387254535388e-16, 2.649821055911161e-07, 0.9999997615814209, 1.547597987261451e-12]"
/content/dataset grape disease/Leaf Blight/5915c9ee-e086-4a22-aab5-a4ad14b155d1___FAM_L.Blight 1529_flipLR.JPG,3,3,"[3.3813932986959117e-07, 0.4829098880290985, 2.773866435745731e-05, 0.5170620083808899]"
/content/dataset grape disease/ESCA/eb7eb704-11ad-409c-a94d-94ff35a091ba___FAM_B.Msls 4415_flipLR.JPG,2,2,"[8.102519848639245e-13, 6.190621661517071e-06, 0.9999938011169434, 3.4784405911203464e-10]"
/content/dataset grape disease/Black Rot/4fa15c09-e065-4687-8a17-89dd047b76a5___FAM_B.Rot 3025.JPG,1,1,"[1.3168366137100707e-12, 0.9996457099914551, 0.0003543241764418781, 2.3566853357692708e-08]"
/content/dataset grape disease/Healthy/f436f07c-ff87-4871-b712-5f282912f70c___Mt.N.V_HL 6180_90deg.JPG,0,0,"[0.9999996423721313, 3.392597136553377e-07, 2.1999681243389801e-10, 5.409759751273668e-09]"
/content/dataset grape disease/Black Rot/93a283be-7304-41d4-ac1f-be703b4671ee___FAM_B.Rot 5012.JPG,1,1,"[8.54790460635968e-09, 0.9996756315231323, 0.00032434059539809823, 2.0700188230193817e-08]"
/content/dataset grape disease/ESCA/981b4f34-bd2d-469b-9701-d68ff303fe85___FAM_B.Msls 0847.JPG,2,2,"[7.248061392741643e-26, 1.1813435563112762e-08, 1.0, 1.6237113379096585e-15]"
/content/dataset grape disease/Healthy/5fccb358-a1fd-4cdb-a9a8-da8b2a3e184c___Mt.N.V_HL 8954_270deg.JPG,0,0,"[1.0, 3.578765728207145e-09, 2.0681031887015422e-10, 6.281072995051318e-09]"
/content/dataset grape disease/Black Rot/58d4a2f5-625a-41e1-87ec-885441b56cd4___FAM_B.Rot 3533_flipLR.JPG,1,1,"[4.3980453057201885e-08, 0.9999630451202393, 3.09750103042461e-05, 5.908680577704217e-06]"
/content/dataset grape disease/Black Rot/d0837299-34cf-476b-af90-68d4ed50a4a3___FAM_B.Rot 5021.JPG,1,1,"[4.2799504175114467e-13, 0.9994194507598877, 0.0005801866063848138, 3.3646145425336726e-07]"
/content/dataset grape disease/Black Rot/bab6b786-44ed-4471-bf33-aa7b611e0591___FAM_B.Rot 3381_flipLR.JPG,1,1,"[8.882449037628248e-06, 0.9319969415664673, 0.06797691434621811, 1.7371514331898652e-05]"
/content/dataset grape disease/ESCA/c128f37f-92ec-4624-bf70-8fa36bd285dd___FAM_B.Msls 1802_flipLR.JPG,2,2,"[5.246127143809787e-11, 4.7525963964289986e-06, 0.9999945163726807, 6.938969931979955e-07]"
/content/dataset grape disease/Black Rot/f56702cc-1ef3-40c6-8f93-cd9ab87c3ed1___FAM_B.Rot 0509_flipLR.JPG,1,1,"[1.437825972061546e-06, 0.9999760389328003, 1.7982090867008083e-05, 4.4903722482558805e-06]"
/content/dataset grape disease/Healthy/5008dd5a-42f8-4df5-820a-c46d8532895a___Mt.N.V_HL 9015_180deg.JPG,0,0,"[0.9999997615814209, 2.0074217843557562e-08, 6.17272144509684e-09, 1.6581127226800163e-07]"
/content/dataset grape disease/Black Rot/6d74c9ed-be59-4d6b-a01d-e25eaa2bd156___FAM_B.Rot 5030_flipLR.JPG,1,1,"[5.610949216361405e-08, 0.9994356036186218, 0.00050273013766855, 6.155276787467301e-05]"
/content/dataset grape disease/Black Rot/cd21d350-3a40-45b8-8c67-c15c2a336545___FAM_B.Rot 3206_flipLR.JPG,1,1,"[1.1678107482773759e-12, 0.99998939037323, 1.063712261384353e-05, 6.544269126607105e-09]"
/content/dataset grape disease/Healthy/57bd569d-38f1-495d-b290-cdf4dbbbebf8___Mt.N.V_HL 8964_new30degFlipLR.JPG,0,0,"[1.0, 6.275132865586619e-13, 5.2964771457553184e-11, 1.8010100077958668e-09]"
/content/dataset grape disease/Black Rot/7a587206-10d9-4f16-9398-8e97a41d44ec___FAM_B.Rot 0349_flipLR.JPG,1,1,"[1.6398348607823965e-12, 0.9997743964195251, 0.00022554336464963853, 9.575702364372773e-08]"
/content/dataset grape disease/Leaf Blight/7840bdb2-d326-4fe4-8afb-968636c209b7___FAM_L.Blight 4568_flipLR.JPG,3,3,"[3.9154766234839045e-11, 2.9685269353763033e-08, 2.7134403057793577e-10, 1.0]"
/content/dataset grape disease/ESCA/076cb968-84a0-44bd-a278-1c9791de8bd9___FAM_B.Msls 3938.JPG,2,2,"[1.1020504480875721e-21, 1.3849886515426846e-10, 1.0, 1.101273911473244e-12]"
/content/dataset grape disease/ESCA/ba941513-ca40-4291-8312-2728ac7b17cb___FAM_B.Msls 1006.JPG,2,2,"[2.169166126616382e-20, 3.1761565821852855e-08, 1.0, 2.390245661988699e-13]"
/content/dataset grape disease/Leaf Blight/38160b05-b803-4dda-a965-7d8025d50a3d___FAM_L.Blight 3633.JPG,3,3,"[7.260620923932315e-12, 7.650446387508225e-10, 7.129642471022379e-13, 1.0]"
/content/dataset grape disease/Black Rot/114e772d-4784-4d26-b9a6-c15c56ece3ad___FAM_B.Rot 3515_flipLR.JPG,1,1,"[1.6527825774659277e-09, 0.9998689889907837, 0.00013061858771834522, 3.965942880768125e-07]"
/content/dataset grape disease/ESCA/54ddb212-334c-4465-a5cb-b01a9450d6fa___FAM_B.Msls 1075_flipLR.JPG,2,2,"[4.020061426297202e-21, 9.866278460890499e-09, 1.0, 4.003305120129502e-13]"
/content/dataset grape disease/Black Rot/1056d6dd-766a-4d2a-8f07-901eb402fa2a___FAM_B.Rot 0539.JPG,1,1,"[7.388815041478255e-16, 0.9999946355819702, 5.339194103726186e-06, 4.1146416829285215e-10]"
/content/dataset grape disease/Black Rot/d5222a7a-9aca-4c0e-9a62-061bfb9dbdd8___FAM_B.Rot 3501.JPG,1,1,"[2.044332481077049e-09, 0.999997615814209, 1.959384917427087e-06, 4.844598606723594e-07]"
/content/dataset grape disease/Healthy/6b11a8e2-a729-4f80-9836-e90402c0b47f___Mt.N.V_HL 6062.JPG,0,0,"[0.9999997615814209, 2.827482603606768e-07, 3.802538839359215e-10, 1.2202970189889584e-08]"
/content/dataset grape disease/Black Rot/b097ed98-241d-43c9-9bd9-1501bbf7a311___FAM_B.Rot 0679_flipLR.JPG,1,1,"[1.581957589101406e-19, 0.9999973773956299, 2.5732249469001545e-06, 1.9878573787046605e-10]"
/content/dataset grape disease/Healthy/8c3e4fd0-4183-4a75-9e29-76851d08379c___Mt.N.V_HL 8965_new30degFlipLR.JPG,0,0,"[1.0, 1.632088599637122e-15, 2.804151008617417e-12, 1.0779133662042195e-12]"
/content/dataset grape disease/Black Rot/7b13e721-b94a-46f8-a7dd-7906b3aaf8fa___FAM_B.Rot 0529_flipLR.JPG,1,1,"[1.7074614558716314e-16, 0.9989941716194153, 0.0010058513144031167, 3.369831746979912e-09]"
/content/dataset grape disease/Healthy/345f02f4-0d5d-44cf-ab60-24dbd9243e2c___Mt.N.V_HL 6071_270deg.JPG,0,0,"[0.9999594688415527, 3.9904320146888494e-05, 2.377271073328302e-07, 3.572826869913115e-07]"
/content/dataset grape disease/Black Rot/56fe18c8-e9bf-43ce-b7b8-960400a4555d___FAM_B.Rot 5092_flipLR.JPG,1,1,"[7.988389409598756e-14, 0.9974483251571655, 0.0025514578446745872, 1.7966389975754282e-07]"
/content/dataset grape disease/Healthy/5d03624b-61fe-4764-944e-c2a347e99889___Mt.N.V_HL 6192_270deg.JPG,0,0,"[0.9999580383300781, 4.183187411399558e-05, 2.9876565665887256e-09, 7.722555750433457e-08]"
/content/dataset grape disease/ESCA/efa70f4a-3f15-4ad0-b454-004af02d38a2___FAM_B.Msls 4252_flipLR.JPG,2,2,"[1.3774761333692773e-27, 4.2905080161605256e-16, 1.0, 1.2268092474629887e-18]"
/content/dataset grape disease/Healthy/cdecb518-57f1-45f1-bfd6-bf97697215c2___Mt.N.V_HL 6037_new30degFlipLR.JPG,0,0,"[1.0, 5.901029727592455e-16, 3.1380209591431356e-16, 6.425646147979747e-13]"
/content/dataset grape disease/Healthy/57540d89-7300-46fa-bd28-1aa3733e0757___Mt.N.V_HL 9039_270deg.JPG,0,0,"[0.9999061822891235, 9.026509360410273e-05, 9.451304094909574e-07, 2.60576666732959e-06]"
/content/dataset grape disease/Leaf Blight/c801581b-6e85-4c4e-8d0a-b9a87299a8f6___FAM_L.Blight 4660.JPG,3,3,"[1.5040306777791557e-09, 3.1473823014493973e-07, 1.643977731724533e-09, 0.9999996423721313]"
/content/dataset grape disease/ESCA/279af42b-dfcb-4287-8848-edaf49a333fc___FAM_B.Msls 1093.JPG,2,2,"[9.606133675799623e-22, 6.512280992243547e-11, 1.0, 2.2812274791840566e-17]"
/content/dataset grape disease/Black Rot/726f2717-235a-45cf-8a0b-ba76b5e54771___FAM_B.Rot 3217.JPG,1,1,"[1.081818554009295e-13, 0.9999643564224243, 3.570007538655773e-05, 2.7299149607529216e-09]"
/content/dataset grape disease/Healthy/6011c005-bfc9-44ff-b852-0b69a26aa5e6___Mt.N.V_HL 9131_270deg.JPG,0,0,"[1.0, 3.7177236844598838e-09, 1.0645525572172687e-09, 6.257525053676716e-10]"
/content/dataset grape disease/ESCA/775214e1-969d-4116-ba62-67ac9365edd7___FAM_B.Msls 0914_flipLR.JPG,2,2,"[6.580592614471555e-16, 0.00012157676974311471, 0.9998784065246582, 2.1220527557375135e-09]"
/content/dataset grape disease/Black Rot/78428025-b8be-4035-b358-92dd99fb0d04___FAM_B.Rot 0476_flipLR.JPG,1,1,"[1.3766451090191367e-08, 0.9999933242797852, 6.5433064264652785e-06, 1.0102539960143986e-07]"
/content/dataset grape disease/ESCA/cbf81b0d-3366-4851-8f87-9596a1e60b2a___FAM_B.Msls 4339_flipLR.JPG,2,2,"[2.2439579881458367e-18, 4.8040881495126087e-08, 1.0, 6.533328565649921e-12]"
/content/dataset grape disease/ESCA/f00e2241-138e-4e78-a990-94f234376d8b___FAM_B.Msls 4019.JPG,2,2,"[2.4700586119931565e-15, 0.00026845134561881423, 0.9997314810752869, 7.079993924463679e-09]"
/content/dataset grape disease/Leaf Blight/cb9dd3e6-74b5-43df-bdff-eff80229c3fc___FAM_L.Blight 4906.JPG,3,3,"[4.0295605394091716e-12, 1.583643806368773e-11, 3.163515630011382e-11, 1.0]"
/content/dataset grape disease/ESCA/91aee938-b6eb-41f6-aee8-d5a929fe27c9___FAM_B.Msls 4087.JPG,2,2,"[2.6685569753632877e-28, 1.0251021426567301e-14, 1.0, 1.5232218202494883e-19]"
/content/dataset grape disease/ESCA/c77571e9-ed04-4517-b419-43dd600d90d2___FAM_B.Msls 3836.JPG,2,2,"[4.1836456012762263e-19, 1.6576038888160838e-06, 0.9999983310699463, 1.6675319979009284e-12]"
/content/dataset grape disease/Leaf Blight/8e6b80f3-8faa-4703-8d62-73669c62f19b___FAM_L.Blight 1484.JPG,3,3,"[8.902959966472501e-12, 8.94728842126824e-08, 1.3411041374644661e-11, 0.9999998807907104]"
/content/dataset grape disease/ESCA/ace83c97-ae73-40be-9cd8-293ea67f4f5a___FAM_B.Msls 1206.JPG,2,2,"[9.011240452679445e-19, 1.0172406916808541e-07, 0.9999998807907104, 2.2035970270728455e-10]"
/content/dataset grape disease/Leaf Blight/414a0d83-ecad-424e-aa43-260fc5a45c2a___FAM_L.Blight 1697_flipLR.JPG,3,3,"[4.954088250741506e-09, 8.601045209388758e-08, 3.133012738132379e-10, 0.9999998807907104]"
/content/dataset grape disease/Leaf Blight/2901e786-96db-42f1-a47d-b020a3cbebfc___FAM_L.Blight 1463_flipLR.JPG,3,3,"[0.00040176065522246063, 0.004608449526131153, 3.576164453988895e-05, 0.9949539303779602]"
/content/dataset grape disease/ESCA/29aa9647-37c9-4f10-8afd-1d06168d871c___FAM_B.Msls 4482_flipLR.JPG,2,2,"[2.825409448504318e-13, 3.970195848523872e-06, 0.9999960660934448, 3.811194415614949e-10]"
/content/dataset grape disease/ESCA/820d1902-2893-4c08-b810-467daf17209f___FAM_B.Msls 4014_flipLR.JPG,2,2,"[3.1151063147691255e-33, 5.3755840924429865e-12, 1.0, 2.0298859203637977e-18]"
/content/dataset grape disease/ESCA/d8206850-807e-453c-9230-be4338a85f9d___FAM_B.Msls 4030_flipLR.JPG,2,2,"[4.425850546980288e-19, 3.0798759098615847e-07, 0.9999996423721313, 3.9140575952860066e-14]"
/content/dataset grape disease/Black Rot/ccbc65da-e98d-4478-b7d6-3eb08e0180a3___FAM_B.Rot 0324_flipLR.JPG,1,1,"[2.3607409360693055e-09, 0.9999141693115234, 8.582673035562038e-05, 2.8105716864956776e-08]"
/content/dataset grape disease/Black Rot/61fecacf-f422-43be-964a-d6f3f6e3cac7___FAM_B.Rot 0527.JPG,1,1,"[8.409585464260172e-19, 0.9999759197235107, 2.4051199943642132e-05, 5.227570806787263e-11]"
/content/dataset grape disease/Black Rot/9aad4625-a52d-4a3d-839f-aedd88c2f300___FAM_B.Rot 0521_flipLR.JPG,1,1,"[8.03003566418603e-11, 0.9999711513519287, 2.8836871933890507e-05, 2.3767341428282407e-09]"
/content/dataset grape disease/Black Rot/22b31ec6-6351-46d5-ab93-38fefa7ca2ae___FAM_B.Rot 5086_flipLR.JPG,1,1,"[4.2043444281603115e-09, 0.9999561309814453, 6.73752538205008e-06, 3.7026933568995446e-05]"
/content/dataset grape disease/ESCA/53285595-ccc0-4d33-a244-246b4e06a56c___FAM_B.Msls 1867.JPG,2,2,"[3.7254754298619328e-19, 5.076549314253498e-07, 0.9999995231628418, 1.0552344588410367e-13]"
/content/dataset grape disease/Black Rot/3588f6c1-e117-4f85-b9e5-b2082d6dcf52___FAM_B.Rot 3419_flipLR.JPG,1,1,"[2.901116680220639e-09, 0.9972787499427795, 0.0027212309651076794, 2.696948975255964e-08]"
/content/dataset grape disease/Leaf Blight/6f73f782-a044-4dc0-90cd-41dc136c1651___FAM_L.Blight 4972.JPG,3,3,"[1.7728164891650522e-07, 3.3979776503656467e-07, 4.630681171846618e-09, 0.9999994039535522]"
/content/dataset grape disease/Healthy/c95315d3-0a8f-476e-9eee-c6c9f4246841___Mt.N.V_HL 6197_270deg.JPG,0,0,"[1.0, 4.2453501825079343e-10, 1.178765279830074e-10, 1.4610576637430484e-10]"
/content/dataset grape disease/ESCA/aa1db1a9-86ec-4107-9d40-9ae12e52798e___FAM_B.Msls 1353_flipLR.JPG,2,2,"[3.183350045188687e-19, 2.1079125112066777e-09, 1.0, 1.273377833298922e-14]"
/content/dataset grape disease/ESCA/1e9bde19-59d6-4aa3-988f-dd0478eb53cc___FAM_B.Msls 3864.JPG,2,2,"[1.2400601379081166e-11, 0.001306250342167914, 0.9986937642097473, 2.5478758658437073e-08]"
/content/dataset grape disease/ESCA/db98cbec-5d70-46b9-88f8-37d03cfd4342___FAM_B.Msls 4188.JPG,2,2,"[1.3079823412709149e-23, 5.853724189402998e-12, 1.0, 2.894509442370467e-17]"
